Date,Open ,High,Low,Close,Close - Open,High - Open,Low - Open,High - Low
21-Nov-24,-1.5,25.65,-839.4,-253.6,-252.1,27.15,-837.9,865.05
22-Nov-24,139.9,898.6,135.35,762.5,622.6,758.7,-4.55,763.25
25-Nov-24,910.95,1195.7,638.65,1072.1,161.15,284.75,-272.3,557.05
26-Nov-24,347.4,348,-207.75,-16,-363.4,0.6,-555.15,555.75
27-Nov-24,-37.2,252.85,-171.85,110.3,147.5,290.05,-134.65,424.7
28-Nov-24,88.15,458.4,-518.9,-394.95,-483.1,370.25,-607.05,977.3
29-Nov-24,77.3,264.05,-147.4,148.75,71.45,186.75,-224.7,411.45
02-Dec-24,32.05,141.65,-361.65,53.4,21.35,109.6,-393.7,503.3
03-Dec-24,248.95,671.9,107.85,586.75,337.8,422.95,-141.1,564.05
04-Dec-24,79.25,691.35,-10.6,571.15,491.9,612.1,-89.85,701.95
05-Dec-24,87.55,621.4,-416.55,336.65,249.1,533.85,-504.1,1037.95
06-Dec-24,30.65,264.95,-442.9,-94.05,-124.7,234.3,-473.55,707.85
09-Dec-24,-128.75,265.6,-183.1,-101.75,27,394.35,-54.35,448.7
10-Dec-24,42.3,216.3,-105.1,169.95,127.65,174,-147.4,321.4
11-Dec-24,-118.4,70.35,-275.55,-186.35,-67.95,188.75,-157.15,345.9
12-Dec-24,-190.35,146.1,-216.95,-174.9,15.45,336.45,-26.6,363.05
13-Dec-24,-106.65,437.55,-951.9,367.35,474,544.2,-845.25,1389.45
